participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
90,tz4ypazf,698a0bac4d17a0fc23b4d40a,0,51,51,post_exp,FinalForProlific,2026-06-30 21:49:57.335516,1,,,115.27,90,,115.27,7,0.0,8,2,A,0.015548311156987737,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,25,United States,MBA,Other,1,1,1,1,Less than once a month,Less than once a month,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
91,yxrk8adn,5cc369725986a4001b4e9041,0,3,51,intro,comprehensionQuestions,2026-06-30 21:56:04.774658,1,,,0.0,91,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
92,blf75djl,69f6a9b7a7b418e1549df619,0,51,51,post_exp,FinalForProlific,2026-06-30 21:58:12.121139,1,,,118.78,92,,118.78,3,0.0,8,4,A,0.20220234619038968,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,Don't know / Not sure,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 5 and 10 years,12,10,2.5,3.0,Male,25,United Kingdom,master,Other,0,0,1,1,Less than once a month,Less than once a month,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
93,l8ntrs1j,6a0b2b3fa54870570f5c0540,0,51,51,post_exp,FinalForProlific,2026-06-30 21:58:19.134951,1,,,108.98,93,,108.98,3,0.0,10,3,A,0.32218671492157913,Exactly $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Increase,Savings accounts,True,The fee the broker charges each time you trade.,Don't know / Not sure,She owns a part of firm B,Between 5 and 10 years,12,4,1.0,3.0,Male,21,Bangladesh,undergraduate: 3d year,Finance,1,1,1,1,Daily,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
94,ex4demt0,6a032a69ad4a5cdfc84fc79e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:58:25.478821,1,,,138.3,94,,138.3,7,0.0,5,9,B,0.31829893731295,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,26,Australia,undergraduate: 3d year,Other,0,1,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
95,9pf359ti,69c2c1380709a1555a38b3b9,0,51,51,post_exp,FinalForProlific,2026-06-30 21:59:02.053479,1,,,120.91,95,,120.91,10,0.0,6,10,B,0.013868349719665107,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Female,27,Nigeria,master,Other Management,1,1,1,1,Weekly,Weekly,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
96,lkkiky2x,6a1b21ad162348890ae2af23,0,51,51,post_exp,FinalForProlific,2026-06-30 22:01:52.772508,1,,,113.66,96,,113.66,5,0.0,5,10,B,0.4341435589964958,More than $112,Exactly the same as today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 5 and 10 years,12,9,2.25,3.0,Female,23,United States,high-school graduate,Economics,1,0,1,1,Weekly,Monthly,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
97,sb42c316,6983ab491e8425d0736b7da1,0,51,51,post_exp,FinalForProlific,2026-06-30 22:06:22.182988,1,,,107.43,97,,107.43,8,0.0,7,7,B,0.3491891978027123,More than $112,Less than today,The highest price a buyer is currently willing to pay.,Don't know / Not sure,Stocks,Increase,Savings accounts,Don't know / Not sure,Don't know / Not sure,Don't know / Not sure,She has lent money to firm B,Between 5 and 10 years,12,5,1.25,3.0,Male,24,United States,high-school graduate,Other,0,1,1,1,Less than once a month,Less than once a month,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
98,z2b81dec,633f4f203450d46b01e3d16b,0,51,51,post_exp,FinalForProlific,2026-06-30 22:06:24.634254,1,,,117.14,98,,117.14,7,0.0,6,1,A,0.2333203882992182,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,38,United States,undergraduate: 2nd year,Other,0,0,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
99,25utsixs,69fcef782d11d9b29973e124,0,51,51,post_exp,FinalForProlific,2026-06-30 22:08:25.312946,1,,,102.2,99,,102.2,5,0.0,5,3,A,0.2312766500838277,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,28,United Kingdom,undergraduate: 3d year,Economics,1,1,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
100,aui42o0h,6a1b2a09786935f8d30783b2,0,51,51,post_exp,FinalForProlific,2026-06-30 22:09:31.890154,1,,,145.98,100,,145.98,9,0.0,5,3,A,0.5161605189105511,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,20,United Kingdom,high-school graduate,Other,0,1,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
101,7xf3vpro,6a1a50fa286937d0fab68155,0,3,51,intro,comprehensionQuestions,2026-06-30 22:12:12.301096,1,,,0.0,101,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
102,bbkgr8an,69fd8ab1f12667a1d32f9a68,0,51,51,post_exp,FinalForProlific,2026-06-30 22:24:57.766861,1,,,117.49,102,,117.49,4,0.0,8,10,B,0.8730018073478216,More than $112,Don't know / Not sure,The highest price a buyer is currently willing to pay.,False,Stocks,Don't know / Not sure,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She is liable for the company's debts,Between 5 and 10 years,12,7,1.75,3.0,Female,27,Estonia,master,Other Management,0,1,1,1,Less than once a month,Less than once a month,Cryptocurrencies,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
103,jlkufhgl,6a0a278fad5ca2506415e526,0,51,51,post_exp,FinalForProlific,2026-06-30 22:34:36.919494,1,,,123.63,103,,123.63,7,0.0,7,6,A,0.13430823145061777,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Bonds,Decrease,Stocks,False,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 5 and 10 years,12,8,2.0,3.0,Male,23,United States,PhD,Other,1,0,1,1,Multiple times a day,Multiple times a day,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
104,cgjtpjb8,6a122a5bce5ec1225ee62078,0,51,51,post_exp,FinalForProlific,2026-06-30 22:34:39.087752,1,,,128.48,104,,128.48,3,0.0,5,8,B,0.4099751702596445,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Never,12,11,2.75,3.0,Male,39,Nigeria,undergraduate: 4th year,Finance,1,0,1,1,Monthly,Monthly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
105,3q5q3a1p,67139698ab79b82f8afd1e93,0,51,51,post_exp,FinalForProlific,2026-06-30 22:38:16.949684,1,,,107.87,105,,107.87,13,0.0,5,2,A,0.10798133652789921,Exactly $112,Less than today,The lowest price a seller is currently willing to accept.,False,Stocks,Increase,Bonds,False,The difference between the lowest ask price and the highest bid price.,Mutual funds pay a guaranteed rate of return which depends on their past performance,She owns a part of firm B,Less than 5 years,12,3,0.75,3.0,Male,31,United Kingdom,master,Other Management,0,1,1,1,Monthly,Weekly,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
106,pu7ai8aj,676055469b245b53e81358d0,0,51,51,post_exp,FinalForProlific,2026-06-30 22:59:42.011795,1,,,114.72,106,,114.72,10,0.0,8,6,A,0.7694456638671464,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,11,2.75,3.0,Male,22,United Kingdom,undergraduate: 4th year,Economics,1,1,1,1,Weekly,Daily,Stocks,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
107,empt5jxr,,0,0,51,,,,0,,,0.0,107,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
108,q6xtl9t4,,0,0,51,,,,0,,,0.0,108,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
109,8axi92xy,,0,0,51,,,,0,,,0.0,109,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
110,sgtrhsf4,,0,0,51,,,,0,,,0.0,110,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
111,zhg0kp6h,,0,0,51,,,,0,,,0.0,111,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
112,pgmljm3h,,0,0,51,,,,0,,,0.0,112,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
113,44f74z5v,,0,0,51,,,,0,,,0.0,113,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
114,o6z90wjc,,0,0,51,,,,0,,,0.0,114,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
115,wq0bgov8,,0,0,51,,,,0,,,0.0,115,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
116,hc9ny6fk,,0,0,51,,,,0,,,0.0,116,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
117,jicrwanj,,0,0,51,,,,0,,,0.0,117,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
118,bkmn16zl,,0,0,51,,,,0,,,0.0,118,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
119,gkqq5gw1,,0,0,51,,,,0,,,0.0,119,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
120,a11qt04r,,0,0,51,,,,0,,,0.0,120,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
121,bcz4d1a9,,0,0,51,,,,0,,,0.0,121,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
122,4udf59fs,,0,0,51,,,,0,,,0.0,122,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
123,fyhry06t,,0,0,51,,,,0,,,0.0,123,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
124,h0x7pddg,,0,0,51,,,,0,,,0.0,124,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
125,mcp9otpf,,0,0,51,,,,0,,,0.0,125,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
126,o9vzigdo,,0,0,51,,,,0,,,0.0,126,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
127,qvjy6g7z,,0,0,51,,,,0,,,0.0,127,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
128,yoxy3hen,,0,0,51,,,,0,,,0.0,128,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
129,nkszrdpo,,0,0,51,,,,0,,,0.0,129,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
130,xd0euwan,,0,0,51,,,,0,,,0.0,130,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
131,kojkjv3w,,0,0,51,,,,0,,,0.0,131,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
132,8l8ohiiw,,0,0,51,,,,0,,,0.0,132,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
133,5wh5ch8b,,0,0,51,,,,0,,,0.0,133,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
134,brsei5iq,,0,0,51,,,,0,,,0.0,134,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
135,jk1as0hn,,0,0,51,,,,0,,,0.0,135,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
136,1bwwdoxh,,0,0,51,,,,0,,,0.0,136,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
137,wx8pjfxj,,0,0,51,,,,0,,,0.0,137,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
138,7xpiyqdp,,0,0,51,,,,0,,,0.0,138,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
139,0fd45agn,,0,0,51,,,,0,,,0.0,139,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
140,8dc83xzz,,0,0,51,,,,0,,,0.0,140,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
141,3b4imotl,,0,0,51,,,,0,,,0.0,141,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
142,ncadwl8g,,0,0,51,,,,0,,,0.0,142,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
143,8qz5fka4,,0,0,51,,,,0,,,0.0,143,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
144,oue9ub0l,,0,0,51,,,,0,,,0.0,144,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
145,5d94hnuh,,0,0,51,,,,0,,,0.0,145,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
146,180at29p,,0,0,51,,,,0,,,0.0,146,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
147,upg03som,,0,0,51,,,,0,,,0.0,147,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
148,4htrjkd8,,0,0,51,,,,0,,,0.0,148,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
149,386lga7l,,0,0,51,,,,0,,,0.0,149,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
150,ui5lszue,,0,0,51,,,,0,,,0.0,150,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
151,9qkyepsk,,0,0,51,,,,0,,,0.0,151,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
152,au78s6nm,,0,0,51,,,,0,,,0.0,152,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
153,no68dura,,0,0,51,,,,0,,,0.0,153,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
154,n7eiq6yu,,0,0,51,,,,0,,,0.0,154,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
155,uiwj32nr,,0,0,51,,,,0,,,0.0,155,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
156,8sgdy53v,,0,0,51,,,,0,,,0.0,156,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
157,54xmygju,,0,0,51,,,,0,,,0.0,157,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
158,jv6j9egd,,0,0,51,,,,0,,,0.0,158,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
159,2gv7tbif,,0,0,51,,,,0,,,0.0,159,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
160,olqtmkj7,,0,0,51,,,,0,,,0.0,160,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
161,bl1blkrz,,0,0,51,,,,0,,,0.0,161,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
162,5wh5a7kh,,0,0,51,,,,0,,,0.0,162,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
163,eadgnrdz,,0,0,51,,,,0,,,0.0,163,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
164,9alyej2q,,0,0,51,,,,0,,,0.0,164,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
165,6owmwezp,,0,0,51,,,,0,,,0.0,165,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
166,u9qbmekl,,0,0,51,,,,0,,,0.0,166,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
167,f37zg7bi,,0,0,51,,,,0,,,0.0,167,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
168,c0m6eoy6,,0,0,51,,,,0,,,0.0,168,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
169,4cn5t2wz,,0,0,51,,,,0,,,0.0,169,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
170,frgh5vy0,,0,0,51,,,,0,,,0.0,170,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
171,mc7v3nsj,,0,0,51,,,,0,,,0.0,171,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
172,iix1qf60,,0,0,51,,,,0,,,0.0,172,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
173,pn9u8swk,,0,0,51,,,,0,,,0.0,173,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
174,kgrq8gv3,,0,0,51,,,,0,,,0.0,174,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
175,shrfyy03,,0,0,51,,,,0,,,0.0,175,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
176,hrso9jvt,,0,0,51,,,,0,,,0.0,176,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
177,cdaapubl,,0,0,51,,,,0,,,0.0,177,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
178,kb2n8tjw,,0,0,51,,,,0,,,0.0,178,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
179,jrvwkowz,,0,0,51,,,,0,,,0.0,179,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
180,mzg4rsab,,0,0,51,,,,0,,,0.0,180,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
181,y63g2nbe,,0,0,51,,,,0,,,0.0,181,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
182,dyb35bmg,,0,0,51,,,,0,,,0.0,182,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
183,6ik1j23r,,0,0,51,,,,0,,,0.0,183,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
184,19dg0pgu,,0,0,51,,,,0,,,0.0,184,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
185,e7diadii,,0,0,51,,,,0,,,0.0,185,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
